label time,predicted time,,,,,,,,
8.45,19.039652,-10.589652,10.589652,-1.253213254,1.253213254,2858,,12.25045883,8.996070786
20.55,26.545025,-5.995025,5.995025,-0.29172871,0.29172871,,,,
10.85,13.391821,-2.541821,2.541821,-0.234269217,0.234269217,,,,
17.283333,21.707018,-4.423685,4.423685,-0.255950921,0.255950921,,,,
27.166666,30.943333,-3.776667,3.776667,-0.139018421,0.139018421,,,,
6.8,4.52E-09,6.799999995,6.799999995,0.999999999,0.999999999,,,,
8.383333,3.1306584,5.2526746,5.2526746,0.626561607,0.626561607,,,,
7.0666666,6.132643,0.9340236,0.9340236,0.132173152,0.132173152,,,,
36.633335,3.64E-19,36.633335,36.633335,1,1,,,,
5.4166665,1.0800405,4.336626,4.336626,0.800607902,0.800607902,,,,
15.166667,27.850468,-12.683801,12.683801,-0.836294553,0.836294553,,,,
22.533333,39.19095,-16.657617,16.657617,-0.739243369,0.739243369,,,,
8.533334,19.056074,-10.52274,10.52274,-1.233133497,1.233133497,,,,
16.766666,12.901778,3.864888,3.864888,0.230510228,0.230510228,,,,
6.983333,6.13E-11,6.983333,6.983333,1,1,,,,
45.333332,41.406456,3.926876,3.926876,0.086622267,0.086622267,,,,
4.983333,9.604804,-4.621471,4.621471,-0.927385547,0.927385547,,,,
13.916667,2.5080235,11.4086435,11.4086435,0.819782747,0.819782747,,,,
14.466666,17.006065,-2.539399,2.539399,-0.175534501,0.175534501,,,,
3.9833333,3.16E-07,3.983332984,3.983332984,0.999999921,0.999999921,,,,
31.383333,15.215833,16.1675,16.1675,0.515161981,0.515161981,,,,
15.133333,1.32E-07,15.13333287,15.13333287,0.999999991,0.999999991,,,,
6.15,2.08E-09,6.149999998,6.149999998,1,1,,,,
16.983334,40.14045,-23.157116,23.157116,-1.363520025,1.363520025,,,,
7.7833333,9.407507,-1.6241737,1.6241737,-0.208673281,0.208673281,,,,
29.45,9.314772,20.135228,20.135228,0.68370893,0.68370893,,,,
39.333332,21.985937,17.347395,17.347395,0.441035481,0.441035481,,,,
9,2.46E-07,8.999999754,8.999999754,0.999999973,0.999999973,,,,
9.8,2.7997885,7.0002115,7.0002115,0.714307296,0.714307296,,,,
22.55,56.593727,-34.043727,34.043727,-1.509699645,1.509699645,,,,
35.966667,18.10817,17.858497,17.858497,0.496529106,0.496529106,,,,
27.95,34.94817,-6.99817,6.99817,-0.250381753,0.250381753,,,,
12.816667,19.369862,-6.553195,6.553195,-0.511302587,0.511302587,,,,
16.1,5.176524,10.923476,10.923476,0.67847677,0.67847677,,,,
20.3,6.38E-13,20.3,20.3,1,1,,,,
17.133333,22.18286,-5.049527,5.049527,-0.29471948,0.29471948,,,,
6.516667,10.89595,-4.379283,4.379283,-0.672012702,0.672012702,,,,
11.533334,9.481993,2.051341,2.051341,0.177861926,0.177861926,,,,
5.8333335,7.245754,-1.4124205,1.4124205,-0.242129222,0.242129222,,,,
22.983334,21.557238,1.426096,1.426096,0.062049135,0.062049135,,,,
32.783333,16.842062,15.941271,15.941271,0.486261449,0.486261449,,,,
